office_name
""
"(Gandhinagar) Sector 16"
"(Gandhinagar) Sector 17"
"(Gandhinagar) Sector 19"
"(Gandhinagar) Sector 21"
"(Gandhinagar) Sector 22"
"(Gandhinagar) Sector 23"
"(Gandhinagar) Sector 24"
"(Gandhinagar) Sector 28"
"(Gandhinagar) Sector 29"
"(Gandhinagar) Sector 30"
"(Gandhinagar) Sector 6"
"(Gandhinagar) Sector 7"
"(Gandhinagar) Sector 8"
"(Gandhinagar) Sector 9"
"1 Ps"
"1 Sm"
"10 Kd"
"10 Z"
10TK
"11 Z"
"1100 Qrts."
11ps
"12 Gb"
"12 H"
"12 Knd"
"12 MLD"
12z
"13 Dol"
"13 M D"
13ff
"14 S Majhiwala"
14ff
"15 'o'"
"15 Btn PAC Agra"
"15 Ff"
"15 Kwd"
"15 Velampalayam"
"15 Z"
15blda
15lm
16BB
16ps
"17 Gb"
"17 K.Y.D."
"19 F"
"19 Gb"
"19 Pudur"
"19 Rb"
"19 Z"
19ps
"1lsm9(Bada Colony)"
"2 Ffa"
"2 Gmb"
"2 K M"
"2 K.L.D."
"2 Kld"
"2 Kma"
"2 No Bokanala"
"2 V"
"22 Rjd"
22ps
"23 Ff"
"23 Z"
23bb
"24bn Pac Mbd"
"25 Gb"
"25th PAC"
"26 J.R.K."
"27 Bn. P.A.C."
29bb
2a
2no.Natunfulia
2rb
"3 'o'"
"3 C Chotti"
"3 EME Centre"
"3 F D M"
"3 No Borbil"
"3 Y"
"31 Bn PAC Rudarpur"
31ml
"32 Bb"
"32 Bn PAC"
"33 Bn. Pac Jhansi"
"35 Bb"
"39 Gtd"
"39 Ps"
3mk
3nd
"4 Bld"
"4 Cym"
"4 Dwm"
"4 Jj"
"40 Gb"
40ff
"41 Ps"
41RB
"42 Gb"
"42 H"
"47 F"
48gba
4kpd
4nn
"5 As"
"5 Psd"
"5 Star MIDC Kagal"
"505 A B Workshop"
"509 Command"
50gg
51gb
"54 Lnp"
"56 F"
5eeea
5nn
5tk
"6 'o'"
"6 D D"
"6 Gb"
"61 F"
"61 Head"
61gb
"63 Velampalayam"
65gb
67rb
68np
"69 Lnp"
6UTS
6cc
6tk
"7 Gd"
"7 Knd"
"7 Lc"
"7 Mld"
70gb
71rb
72gb
74gb
"78 Gb"
"7th Mile Kalimpong"
"8 Spd"
"85 R.Komarapalayam"
8nn
"9 DRD"
"9 Ml"
"90 Gb"
9lm
9ps
"A C Factory"
"A C Jobner"
"A D Market"
"A F Palam"
"A F Rajokari"
"A F Station"
"A F Station Yelahanka"
"A G"
"A G M Bhawali"
"A I Staff Colony"
"A K Padavedu"
"A K Pora"
"A Kattupadi"
"A Koduru"
"A Kothapalle"
"A Kothapalli"
"A Mallavaram"
"A N L Colony"
"A Narayanapuram"
"A O Bhilai"
"A P Sabha"
"A S Peta"
"A T Agraharam"
"A Thirumalapuram"
"A U Engg College"
"A V Nagaram"
"A Veeranarayanam"
"A. H. Guard"
"A. K. Road"
"A. Kala"
"A. Kiliyanur"
"A. Obayapalle"
"A. Saraiya"
"A. Sathankulam"
"A.A. College"
A.Ammapatti
A.B.V.Palem
A.Babhangama
A.Bishanpur
"A.C.C. Colony"
A.C.Company
A.C.Nagar
A.Chand
"A.D. Project"
A.Erayamangalam
"A.F. Hansi"
A.G.C.R.
A.G.College
A.G.Dadhiya
A.G.Office
A.Gokavaram
A.Gokulapadu
A.Gollahalli
A.Gopavaram
"A.Gs Office"
"A.Gs. Staff Quarters"
"A.Guha Road"
"A.I.A. Aburoad"
"A.I.E. R.C.puram"
"A.J.C.Bose Road"
A.Jambahal
A.Jettihalli
"A.K. Bad"
"A.K. Line"
A.K.Deuli
A.K.Market
A.Karungulam
